제품유형,화면,질문,답,다음화면,비고,컨트롤,값
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체,q042_080_130_primarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,2차 국소 제어 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,2차 국소 제어 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체,q043_131_segregation,격리(발생원) 선택,(미수집) rbCompleteNoVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbCompleteNoVentilation
액체,q043_131_segregation,격리(발생원) 선택,(미수집) rbCompleteVentilation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$Segregation,rbCompleteVentilation
액체,q043_131_segregation,격리(발생원) 선택,(미수집) rbNoSegregation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$Segregation,rbNoSegregation
액체,q043_131_segregation,격리(발생원) 선택,(미수집) rbPartialNoVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbPartialNoVentilation
액체,q043_131_segregation,격리(발생원) 선택,(미수집) rbPartialVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbPartialVentilation
액체,q044_personalenclosure,Select 격리(작업자),(미수집) rbCompleteNoVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbCompleteNoVentilation
액체,q044_personalenclosure,Select 격리(작업자),(미수집) rbCompleteVentilation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$PersonalEnclosure,rbCompleteVentilation
액체,q044_personalenclosure,Select 격리(작업자),(미수집) rbNoPersonalEnclosure,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$PersonalEnclosure,rbNoPersonalEnclosure
액체,q044_personalenclosure,Select 격리(작업자),(미수집) rbPartialNoVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbPartialNoVentilation
액체,q044_personalenclosure,Select 격리(작업자),(미수집) rbPartialVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbPartialVentilation
액체,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",아니오,q084_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedNo
액체,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",아니오,q048_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedNo
액체,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",예,q084_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedYes
액체,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",예,q048_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedYes
액체,q048_dispersion,작업을 실내 또는 실외에서 수행합니까?,(미수집) rbIndoors,,막힘(검증오류),ctl00$cphMain$ctrlDispersion$Site,rbIndoors
액체,q048_dispersion,작업을 실내 또는 실외에서 수행합니까?,(미수집) rbOutdoors,,막힘(검증오류),ctl00$cphMain$ctrlDispersion$Site,rbOutdoors
액체,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",스프레이 룸,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbSprayRoom
액체,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",실내,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbIndoors
액체,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",실외,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbOutdoors
액체,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",하향 층류 부스,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbBooth
액체,q089_0_secondaryfarfieldsources,"작업자 호흡 영역의 발생원 외에, 작업실 내에 2차 발생원이 존재합니까?",아니오,q002_7_activities,,ctl00$cphMain$FFSES,rbNo
액체,q089_0_secondaryfarfieldsources,"작업자 호흡 영역의 발생원 외에, 작업실 내에 2차 발생원이 존재합니까?",예,q003_090_producttype,,ctl00$cphMain$FFSES,rbYes
페이스트·슬러리,q015_1_102_1_contaminatedwithpowder,해당 페이스트 또는 슬러리가 분말 물질로 (잠재적으로) 오염되어 있습니까?,아니오,q016_nearfieldsource,,ctl00$cphMain$Contaminated,rbNo
페이스트·슬러리,q015_1_102_1_contaminatedwithpowder,해당 페이스트 또는 슬러리가 분말 물질로 (잠재적으로) 오염되어 있습니까?,예,q015_2_102_2_dustiness,,ctl00$cphMain$Contaminated,rbYes
페이스트·슬러리,q015_2_102_2_dustiness,"페이스트 또는 슬러리 상의 분말 오염물에 대해 측정된 발진성은 얼마입니까? (흡입성 분율, mg/kg)","견고한 과립, 플레이크 또는 펠릿",q015_4_102_4_powderweightfraction,,ctl00$cphMain$ddlDustiness,5
페이스트·슬러리,q015_2_102_2_dustiness,"페이스트 또는 슬러리 상의 분말 오염물에 대해 측정된 발진성은 얼마입니까? (흡입성 분율, mg/kg)","과립, 플레이크 또는 펠릿",q015_4_102_4_powderweightfraction,,ctl00$cphMain$ddlDustiness,4
페이스트·슬러리,q015_2_102_2_dustiness,"페이스트 또는 슬러리 상의 분말 오염물에 대해 측정된 발진성은 얼마입니까? (흡입성 분율, mg/kg)",극도로 미세하고 가벼운 분말,q015_4_102_4_powderweightfraction,,ctl00$cphMain$ddlDustiness,1
페이스트·슬러리,q015_2_102_2_dustiness,"페이스트 또는 슬러리 상의 분말 오염물에 대해 측정된 발진성은 얼마입니까? (흡입성 분율, mg/kg)",미세 분진,q015_4_102_4_powderweightfraction,,ctl00$cphMain$ddlDustiness,2
페이스트·슬러리,q015_2_102_2_dustiness,"페이스트 또는 슬러리 상의 분말 오염물에 대해 측정된 발진성은 얼마입니까? (흡입성 분율, mg/kg)",조대 분진,q015_4_102_4_powderweightfraction,,ctl00$cphMain$ddlDustiness,3
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,극미량 (0.01 - 0.1 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,8
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,극미량 (< 0.01 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,9
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,극히 적음 (0.1 - 0.5 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,7
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,매우 적음 (0.5 - 1 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,6
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,상당량 (10 - 50 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,3
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,소량 (5 - 10 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,4
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,순수 물질 (100%),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,1
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,적음 (1 - 5 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,5
페이스트·슬러리,q015_4_102_4_powderweightfraction,페이스트 또는 슬러리 상의 분말 오염물 내 물질의 질량분율은 얼마입니까?,주성분 (50 - 90 %),q016_nearfieldsource,,ctl00$cphMain$ddlFraction,2
페이스트·슬러리,q016_nearfieldsource,"1차 배출 발생원이 작업자의 호흡 영역(즉, 작업자 머리로부터 모든 방향으로 1미터 이내의 공기 체적) 안에 있습니까?",아니오,q017_055_103_activityclass,,ctl00$cphMain$NFPES,rbNo
페이스트·슬러리,q016_nearfieldsource,"1차 배출 발생원이 작업자의 호흡 영역(즉, 작업자 머리로부터 모든 방향으로 1미터 이내의 공기 체적) 안에 있습니까?",예,q017_055_103_activityclass,,ctl00$cphMain$NFPES,rbYes
페이스트·슬러리,q017_055_103_activityclass,활동 등급 선택,오염된 고체 물체 또는 페이스트의 취급,q021_059_107_contaminatedobjectspaste,,ctl00$cphMain$ActivityClass,rbGranularMaterialHandlingContaminated
페이스트·슬러리,q017_055_103_activityclass,활동 등급 선택,오염된 고체 물체 또는 페이스트의 취급,q021_059_107_contaminatedobjectspaste,,ctl00$cphMain$ActivityClass,rbGranularMaterialHandlingContaminated
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,경미하게 오염된(수 그램 미만의 층) 물체의 취급,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbSlightlyContaminatedObjects
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,경미하게 오염된(수 그램 미만의 층) 물체의 취급,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$COP,rbSlightlyContaminatedObjects
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,상당하고 육안으로 보이는 오염이 있는 물체의 취급 (0.5 kg 초과의 층),q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbSubstantiallyContaminatedObjects
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,상당하고 육안으로 보이는 오염이 있는 물체의 취급 (0.5 kg 초과의 층),q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbSubstantiallyContaminatedObjects
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,외견상 깨끗한 물체의 취급,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbNoVisibleContamination
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,외견상 깨끗한 물체의 취급,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$COP,rbNoVisibleContamination
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,육안으로 보이는 오염이 있는 물체의 취급 (주변 분진 발생 활동에서 비산된 분진으로 덮인 물체),q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbVisibleContamination
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,육안으로 보이는 오염이 있는 물체의 취급 (주변 분진 발생 활동에서 비산된 분진으로 덮인 물체),q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbVisibleContamination
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,잔류 분진이 적은 물체의 취급 (얇은 층이 보임),q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbLimitedVisibleResidualDust
페이스트·슬러리,q021_059_107_contaminatedobjectspaste,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,잔류 분진이 적은 물체의 취급 (얇은 층이 보임),q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,,ctl00$cphMain$COP,rbLimitedVisibleResidualDust
페이스트·슬러리,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,오염된 물체 또는 페이스트를 어떻게 취급합니까?,"주의 깊은 취급이란 작업자가 잠재적 위험, 오류, 피해에 주의를 기울이며 매우 정확하고 꼼꼼하게(또는 조심스럽게) 작업을 수행하는 것을 말합니다",q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$COPHT,rbCareful
페이스트·슬러리,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,오염된 물체 또는 페이스트를 어떻게 취급합니까?,"주의 깊은 취급이란 작업자가 잠재적 위험, 오류, 피해에 주의를 기울이며 매우 정확하고 꼼꼼하게(또는 조심스럽게) 작업을 수행하는 것을 말합니다",q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$COPHT,rbCareful
페이스트·슬러리,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,오염된 물체 또는 페이스트를 어떻게 취급합니까?,통상적인 작업 절차에서 벗어나 많은 에너지가 수반되는 취급 (예: 거친 취급 또는 자루 던지기),q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$COPHT,rbRough
페이스트·슬러리,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,오염된 물체 또는 페이스트를 어떻게 취급합니까?,통상적인 작업 절차에서 벗어나 많은 에너지가 수반되는 취급 (예: 거친 취급 또는 자루 던지기),q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$COPHT,rbRough
페이스트·슬러리,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,오염된 물체 또는 페이스트를 어떻게 취급합니까?,"통상적인 취급, 정규 작업 절차 수반",q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$COPHT,rbNormal
페이스트·슬러리,q021_5_059_5_107_5_contaminatedobjectspastehandlingtype,오염된 물체 또는 페이스트를 어떻게 취급합니까?,"통상적인 취급, 정규 작업 절차 수반",q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$COPHT,rbNormal
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소 제어 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소 제어 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
페이스트·슬러리,q042_080_130_primarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,2차 국소 제어 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,2차 국소 제어 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
페이스트·슬러리,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
페이스트·슬러리,q043_131_segregation,격리(발생원) 선택,(미수집) rbCompleteNoVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbCompleteNoVentilation
페이스트·슬러리,q043_131_segregation,격리(발생원) 선택,(미수집) rbCompleteVentilation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$Segregation,rbCompleteVentilation
페이스트·슬러리,q043_131_segregation,격리(발생원) 선택,(미수집) rbNoSegregation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$Segregation,rbNoSegregation
페이스트·슬러리,q043_131_segregation,격리(발생원) 선택,(미수집) rbPartialNoVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbPartialNoVentilation
페이스트·슬러리,q043_131_segregation,격리(발생원) 선택,(미수집) rbPartialVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbPartialVentilation
페이스트·슬러리,q044_personalenclosure,Select 격리(작업자),(미수집) rbCompleteNoVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbCompleteNoVentilation
페이스트·슬러리,q044_personalenclosure,Select 격리(작업자),(미수집) rbCompleteVentilation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$PersonalEnclosure,rbCompleteVentilation
페이스트·슬러리,q044_personalenclosure,Select 격리(작업자),(미수집) rbNoPersonalEnclosure,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$PersonalEnclosure,rbNoPersonalEnclosure
페이스트·슬러리,q044_personalenclosure,Select 격리(작업자),(미수집) rbPartialNoVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbPartialNoVentilation
페이스트·슬러리,q044_personalenclosure,Select 격리(작업자),(미수집) rbPartialVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbPartialVentilation
페이스트·슬러리,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",아니오,q084_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedNo
페이스트·슬러리,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",아니오,q048_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedNo
페이스트·슬러리,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",예,q084_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedYes
페이스트·슬러리,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",예,q048_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedYes
페이스트·슬러리,q048_dispersion,작업을 실내 또는 실외에서 수행합니까?,(미수집) rbIndoors,,막힘(검증오류),ctl00$cphMain$ctrlDispersion$Site,rbIndoors
페이스트·슬러리,q048_dispersion,작업을 실내 또는 실외에서 수행합니까?,(미수집) rbOutdoors,,막힘(검증오류),ctl00$cphMain$ctrlDispersion$Site,rbOutdoors
페이스트·슬러리,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",스프레이 룸,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbSprayRoom
페이스트·슬러리,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",실내,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbIndoors
페이스트·슬러리,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",실외,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbOutdoors
페이스트·슬러리,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",하향 층류 부스,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbBooth
페이스트·슬러리,q089_0_secondaryfarfieldsources,"작업자 호흡 영역의 발생원 외에, 작업실 내에 2차 발생원이 존재합니까?",아니오,q002_7_activities,,ctl00$cphMain$FFSES,rbNo
페이스트·슬러리,q089_0_secondaryfarfieldsources,"작업자 호흡 영역의 발생원 외에, 작업실 내에 2차 발생원이 존재합니까?",예,q003_090_producttype,,ctl00$cphMain$FFSES,rbYes
액체내분말,q015_5_1_102_5_1_liquidmatrixweightfraction,액체 혼합물 내 분말 물질의 질량분율은 얼마입니까?,극미량 (0.01 - 0.1 %),q015_5_2_102_5_2_viscosity,,ctl00$cphMain$ddlFraction,7
액체내분말,q015_5_1_102_5_1_liquidmatrixweightfraction,액체 혼합물 내 분말 물질의 질량분율은 얼마입니까?,극히 적음 (0.1 - 0.5 %),q015_5_2_102_5_2_viscosity,,ctl00$cphMain$ddlFraction,6
액체내분말,q015_5_1_102_5_1_liquidmatrixweightfraction,액체 혼합물 내 분말 물질의 질량분율은 얼마입니까?,매우 적음 (0.5 - 1 %),q015_5_2_102_5_2_viscosity,,ctl00$cphMain$ddlFraction,5
액체내분말,q015_5_1_102_5_1_liquidmatrixweightfraction,액체 혼합물 내 분말 물질의 질량분율은 얼마입니까?,상당량 (10 - 50 %),q015_5_2_102_5_2_viscosity,,ctl00$cphMain$ddlFraction,2
액체내분말,q015_5_1_102_5_1_liquidmatrixweightfraction,액체 혼합물 내 분말 물질의 질량분율은 얼마입니까?,소량 (5 - 10 %),q015_5_2_102_5_2_viscosity,,ctl00$cphMain$ddlFraction,3
액체내분말,q015_5_1_102_5_1_liquidmatrixweightfraction,액체 혼합물 내 분말 물질의 질량분율은 얼마입니까?,적음 (1 - 5 %),q015_5_2_102_5_2_viscosity,,ctl00$cphMain$ddlFraction,4
액체내분말,q015_5_1_102_5_1_liquidmatrixweightfraction,액체 혼합물 내 분말 물질의 질량분율은 얼마입니까?,주성분 (50 - 90 %),q015_5_2_102_5_2_viscosity,,ctl00$cphMain$ddlFraction,1
